,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
1339350,1785272,171deO5m,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,38:52.0,39:14.0,39:27.0,39:27.0,29,,29,0,3,1,1,Plot pi,1
1339372,1785294,171deO5m,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,50:36.0,50:50.0,50:50.0,50:50.0,14,14,,1,0,0,1,Plot pi,2
1352915,1804091,171p2cAP,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,35:05.0,35:12.0,35:21.0,35:21.0,16,,16,0,4,1,1,Plot pi,1
1352927,1804103,171p2cAP,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,39:06.0,39:14.0,39:14.0,39:14.0,8,8,,1,0,0,1,Plot pi,2
1358198,1811007,1715Zzr7,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,55:23.0,55:32.0,55:32.0,55:32.0,9,9,,1,0,0,1,Plot pi,1
1384255,1846341,171hkwac,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,51:39.0,51:48.0,51:55.0,51:55.0,15.999,,15.999,0,5,2,1,Plot pi,1
1384293,1846379,171hkwac,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,28:14.0,28:28.0,28:28.0,28:28.0,14,14,,1,0,0,1,Plot pi,2
1387603,1851039,171PSLfv,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,06:43.0,06:57.0,06:57.0,06:57.0,14,14,,1,0,0,1,Plot pi,1
1395456,1861954,171NGrBi,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,52:21.0,52:58.0,53:07.0,53:07.0,41,,41,0,2,1,1,Plot pi,1
1401137,1869609,171v8QnZ,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,07:43.0,07:58.0,07:58.0,07:58.0,15,15,,1,0,0,1,Plot pi,1
1407431,1878256,171Yqjv2,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,13:28.0,13:49.0,13:49.0,13:49.0,21,21,,1,0,0,1,Plot pi,1
1407450,1878275,171Yqjv2,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-045,1,RationalNumberline1,20:45.0,20:54.0,20:54.0,20:54.0,9,9,,1,0,0,1,Plot pi,2
1415945,1889917,171cjhjb,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-045,1,RationalNumberline1,32:08.0,32:16.0,32:17.0,32:17.0,9,,9,0,1,0,1,Plot pi,1
1415980,1889952,171cjhjb,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,49:11.0,49:26.0,49:26.0,49:26.0,15,15,,1,0,0,1,Plot pi,2
1416338,1890487,171cjhjb,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,53:12.0,53:21.0,53:21.0,53:21.0,9,9,,1,0,0,1,Plot pi,3
1417990,1892568,171J7Dty,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,42:19.0,42:30.0,42:30.0,42:30.0,11,11,,1,0,0,1,Plot pi,1
1418014,1892592,171J7Dty,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,49:16.0,49:24.0,49:44.0,49:44.0,28,,28,0,5,1,1,Plot pi,2
1418015,1892593,171J7Dty,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,49:55.0,50:13.0,50:13.0,50:13.0,18,18,,1,0,0,1,Plot pi,3
1420431,1895686,171mHjZ1,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,33:31.0,35:12.0,35:12.0,35:12.0,101,101,,1,0,0,1,Plot pi,1
1423429,1899545,171OPHDT,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,39:06.0,39:21.0,39:21.0,39:21.0,15,15,,1,0,0,1,Plot pi,1
1427164,1904807,171RUh1Q,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,28:01.0,28:08.0,28:08.0,28:08.0,7,7,,1,0,0,1,Plot pi,1
1431393,1909799,171s0AHa,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,58:12.0,58:26.0,58:26.0,58:26.0,14,14,,1,0,0,1,Plot pi,1
1434274,1913852,171TsMI6,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-045,1,RationalNumberline1,38:08.0,38:23.0,38:23.0,38:23.0,15,15,,1,0,0,1,Plot pi,1
1434316,1913894,171TsMI6,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,30:06.0,30:08.0,30:23.0,30:23.0,12.001,,12.001,0,3,1,1,Plot pi,2
1437577,1918173,171uTM54,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,32:50.0,33:00.0,33:07.0,33:07.0,17.001,,17.001,0,8,2,1,Plot pi,1
1437628,1918224,171uTM54,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,35:51.0,36:02.0,36:02.0,36:02.0,11,,11,0,1,0,1,Plot pi,2
1442023,1924146,2480pqyyp,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-207,1,RationalNumberline1,50:51.0,51:05.0,51:05.0,51:05.0,14,14,,1,0,0,1,Plot pi,1
1442050,1924173,2480pqyyp,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,18:17.0,18:32.0,18:32.0,18:32.0,15,15,,1,0,0,1,Plot pi,2
1444967,1928027,2480wql4f,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,42:23.0,42:31.0,42:36.0,42:36.0,13,,13,0,1,0,1,Plot pi,1
1445002,1928062,2480wql4f,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,12:05.0,12:24.0,12:24.0,12:24.0,19,19,,1,0,0,1,Plot pi,2
1448297,1932026,2483bdea9,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,48:26.0,48:36.0,48:36.0,48:36.0,10,10,,1,0,0,1,Plot pi,1
1450695,1935345,2483hkq13,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,00:02.0,00:14.0,00:52.0,00:52.0,49,,49,0,1,1,1,Plot pi,1
1450703,1935353,2483hkq13,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-207,1,RationalNumberline1,03:54.0,04:07.0,04:07.0,04:07.0,13,13,,1,0,0,1,Plot pi,2
1450723,1935373,2483hkq13,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,15:43.0,15:53.0,15:56.0,15:56.0,13,,13,0,1,0,1,Plot pi,3
1450724,1935374,2483hkq13,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,16:02.0,16:08.0,16:08.0,16:08.0,6,6,,1,0,0,1,Plot pi,4
1454826,1941121,24864dslr,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,20:00.0,20:31.0,20:32.0,20:32.0,32,,32,0,1,0,1,Plot pi,1
1454849,1941144,24864dslr,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,31:56.0,32:42.0,32:55.0,32:55.0,54,,54,0,14,4,1,Plot pi,2
1457344,1944910,2487o1gku,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,50:06.0,50:15.0,50:15.0,50:15.0,9,9,,1,0,0,1,Plot pi,1
1459910,1948235,2487p61kc,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,17:23.0,17:35.0,17:35.0,17:35.0,12,12,,1,0,0,1,Plot pi,1
1462508,1951912,2488721d5,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,21:09.0,21:50.0,21:50.0,21:50.0,41,41,,1,0,0,1,Plot pi,1
1464971,1955386,24899b8f6,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,50:35.0,50:45.0,50:45.0,50:45.0,10,10,,1,0,0,1,Plot pi,1
1464998,1955413,24899b8f6,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-045,1,RationalNumberline1,38:26.0,38:35.0,39:03.0,39:03.0,36.998,,36.998,0,10,4,1,Plot pi,2
1464999,1955414,24899b8f6,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,39:07.0,39:16.0,39:24.0,39:24.0,16.999,,16.999,0,4,1,1,Plot pi,3
1465000,1955415,24899b8f6,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,39:31.0,39:38.0,39:38.0,39:38.0,7,7,,1,0,0,1,Plot pi,4
1467679,1958996,2489c9lbg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-207,1,RationalNumberline1,01:56.0,02:05.0,03:23.0,03:23.0,87,,87,0,1,0,1,Plot pi,1
1467691,1959008,2489c9lbg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,07:10.0,07:23.0,07:23.0,07:23.0,13,13,,1,0,0,1,Plot pi,2
1467709,1959026,2489c9lbg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,15:21.0,15:32.0,15:32.0,15:32.0,11,11,,1,0,0,1,Plot pi,3
1471987,1964902,248a2t00r,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,54:33.0,54:51.0,54:51.0,54:51.0,18,18,,1,0,0,1,Plot pi,1
1472022,1964937,248a2t00r,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,28:44.0,29:08.0,29:08.0,29:08.0,24,24,,1,0,0,1,Plot pi,2
1473798,1967161,248abpghv,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,52:25.0,52:36.0,52:36.0,52:36.0,11,11,,1,0,0,1,Plot pi,1
1475708,1969699,248agzhky,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-207,1,RationalNumberline1,42:40.0,43:52.0,44:47.0,44:47.0,126.998,,126.998,0,12,4,1,Plot pi,1
1475723,1969714,248agzhky,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,52:48.0,53:06.0,53:13.0,53:13.0,25,,25,0,3,1,1,Plot pi,2
1475727,1969718,248agzhky,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,54:16.0,54:26.0,54:26.0,54:26.0,10,10,,1,0,0,1,Plot pi,3
1475738,1969729,248agzhky,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,58:13.0,58:23.0,58:24.0,58:24.0,11,,11,0,1,0,1,Plot pi,4
1475739,1969730,248agzhky,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,58:28.0,58:36.0,58:36.0,58:36.0,8,8,,1,0,0,1,Plot pi,5
1479380,1975029,248clu9mj,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,53:00.0,53:25.0,53:25.0,53:25.0,25,25,,1,0,0,1,Plot pi,1
1479402,1975051,248clu9mj,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,25:57.0,26:23.0,26:23.0,26:23.0,26,26,,1,0,0,1,Plot pi,2
1482264,1978843,248g1paph,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-045,1,RationalNumberline1,15:09.0,15:43.0,16:28.0,16:28.0,78.999,,78.999,0,16,5,1,Plot pi,1
1482293,1978872,248g1paph,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,30:55.0,31:11.0,31:11.0,31:11.0,16,16,,1,0,0,1,Plot pi,2
1485403,1983092,248g1wh6o,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-242,1,RationalNumberline1,46:24.0,46:44.0,46:44.0,46:44.0,20,20,,1,0,0,1,Plot pi,1
1488684,1986904,248hh7azg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,41:10.0,41:23.0,41:28.0,41:28.0,18,,18,0,3,1,1,Plot pi,1
1488712,1986932,248hh7azg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,59:11.0,59:20.0,59:20.0,59:20.0,9,9,,1,0,0,1,Plot pi,2
1492755,1992256,248k03ldd,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,51:19.0,51:27.0,51:27.0,51:27.0,8,8,,1,0,0,1,Plot pi,1
1492775,1992276,248k03ldd,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,02:04.0,02:20.0,02:20.0,02:20.0,16,16,,1,0,0,1,Plot pi,2
1495656,1996395,248llcp7q,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-207,1,RationalNumberline1,14:37.0,14:52.0,14:53.0,14:53.0,16,,16,0,2,0,1,Plot pi,1
1495676,1996415,248llcp7q,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,25:27.0,25:36.0,25:36.0,25:36.0,9,9,,1,0,0,1,Plot pi,2
1498112,1999956,248m27z11,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,07:00.0,07:12.0,07:12.0,07:12.0,12,12,,1,0,0,1,Plot pi,1
1498153,1999997,248m27z11,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,06:14.0,06:34.0,06:34.0,06:34.0,20,20,,1,0,0,1,Plot pi,2
1501506,2004399,248mbp1cf,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,19:10.0,19:29.0,19:29.0,19:29.0,19,19,,1,0,0,1,Plot pi,1
1505227,2008872,248oylglm,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,20:18.0,20:26.0,23:06.0,23:06.0,167.998,,167.998,0,31,11,1,Plot pi,1
1505246,2008891,248oylglm,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-156,1,RationalNumberline1,30:20.0,30:27.0,30:31.0,30:31.0,10.999,,10.999,0,3,1,1,Plot pi,2
1505250,2008895,248oylglm,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,31:53.0,32:00.0,32:00.0,32:00.0,7,7,,1,0,0,1,Plot pi,3
1508626,2013346,248pthl4g,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,15:43.0,16:11.0,16:11.0,16:11.0,28,28,,1,0,0,1,Plot pi,1
1510898,2016392,248qhy2yo,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-254,1,RationalNumberline1,47:49.0,48:00.0,48:00.0,48:00.0,11,11,,1,0,0,1,Plot pi,1
1513784,2020499,248s9v653,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-207,1,RationalNumberline1,53:01.0,53:09.0,53:15.0,53:15.0,14,,14,0,3,1,1,Plot pi,1
1513812,2020527,248s9v653,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,25:36.0,25:45.0,25:48.0,25:48.0,12,,12,0,2,0,1,Plot pi,2
1513818,2020533,248s9v653,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-045,1,RationalNumberline1,27:27.0,27:39.0,27:39.0,27:39.0,12,12,,1,0,0,1,Plot pi,3
1517852,2026213,248vthf5i,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,18:27.0,18:41.0,18:41.0,18:41.0,14,14,,1,0,0,1,Plot pi,1
1520597,2029624,248xzmpqp,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-122,1,RationalNumberline1,44:37.0,45:13.0,45:13.0,45:13.0,36,36,,1,0,0,1,Plot pi,1
1521962,2031552,248yvjppn,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,55:10.0,55:18.0,55:18.0,55:18.0,8,8,,1,0,0,1,Plot pi,1
1524729,2035329,248zczb3i,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,41:06.0,41:32.0,42:13.0,42:13.0,63,,63,0,3,1,1,Plot pi,1
1524759,2035359,248zczb3i,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-045,1,RationalNumberline1,53:34.0,53:43.0,53:43.0,53:43.0,9,9,,1,0,0,1,Plot pi,2
1530990,2043551,2485eas7t,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-190,1,RationalNumberline1,45:36.0,46:41.0,46:41.0,46:41.0,65,65,,1,0,0,1,Plot pi,1
1531030,2043591,2485eas7t,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,37:07.0,38:39.0,38:39.0,38:39.0,92,92,,1,0,0,1,Plot pi,2
1535009,2049174,2487zw9m8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-063,1,RationalNumberline1,47:59.0,48:10.0,48:10.0,48:10.0,11,11,,1,0,0,1,Plot pi,1
1535046,2049211,2487zw9m8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-237,1,RationalNumberline1,37:21.0,38:02.0,38:02.0,38:02.0,41,41,,1,0,0,1,Plot pi,2
1538947,2053951,2488ghbcd,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-284,1,RationalNumberline1,37:17.0,37:25.0,37:25.0,37:25.0,8,8,,1,0,0,1,Plot pi,1
5985,7773,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-155,1,RationalNumberline1,53:37.0,53:50.0,54:07.0,54:07.0,25,,25,0,3,1,1,Plot terminating proper fraction,1
5987,7775,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-248,1,RationalNumberline1,54:33.0,54:44.0,54:44.0,54:44.0,11,11,,1,0,0,1,Plot terminating proper fraction,2
5997,7785,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-180,1,RationalNumberline1,57:13.0,57:28.0,57:32.0,57:32.0,19,,19,0,2,0,1,Plot terminating proper fraction,3
6002,7790,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-245,1,RationalNumberline1,58:46.0,59:07.0,59:07.0,59:07.0,21,21,,1,0,0,1,Plot terminating proper fraction,4
6028,7816,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-134,1,RationalNumberline1,06:55.0,07:14.0,07:14.0,07:14.0,19,19,,1,0,0,1,Plot terminating proper fraction,5
20925,28468,JJGL4Ig,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-043,1,RationalNumberline1,10:29.0,10:44.0,11:16.0,11:16.0,42,,42,0,6,2,1,Plot terminating proper fraction,1
20929,28472,JJGL4Ig,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-244,1,RationalNumberline1,12:08.0,12:19.0,12:19.0,12:19.0,11,11,,1,0,0,1,Plot terminating proper fraction,2
20942,28485,JJGL4Ig,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-213,1,RationalNumberline1,16:21.0,16:33.0,16:33.0,16:33.0,12,12,,1,0,0,1,Plot terminating proper fraction,3
29198,38899,Y6120Vs,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-248,1,RationalNumberline1,23:04.0,23:29.0,24:20.0,24:20.0,71,,71,0,6,2,1,Plot terminating proper fraction,1
29212,38913,Y6120Vs,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-213,1,RationalNumberline1,48:20.0,48:39.0,48:39.0,48:39.0,19,19,,1,0,0,1,Plot terminating proper fraction,2
29229,38930,Y6120Vs,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-186,1,RationalNumberline1,53:19.0,53:25.0,53:25.0,53:25.0,6,6,,1,0,0,1,Plot terminating proper fraction,3
29242,38943,Y6120Vs,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-046,1,RationalNumberline1,58:00.0,58:39.0,58:42.0,58:42.0,42,,42,0,1,0,1,Plot terminating proper fraction,4
29247,38948,Y6120Vs,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-143,1,RationalNumberline1,59:49.0,00:01.0,00:01.0,00:01.0,12,12,,1,0,0,1,Plot terminating proper fraction,5
33254,44429,ZBj33oo,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-003,1,RationalNumberline1,22:37.0,22:45.0,22:45.0,22:45.0,8,8,,1,0,0,1,Plot terminating proper fraction,1
